sqft,bedrooms,bathrooms,age,price
1979,1,1,28,261847
2491,4,2,7,366090
2777,2,1,11,371401
2152,2,2,1,179568
664,1,1,13,106734
923,4,3,21,436126
2889,1,2,2,163632
2191,3,2,7,326532
974,1,3,3,203838
2450,3,3,10,126466
1599,2,3,0,391532
2804,2,2,23,482005
954,4,2,20,422551
2183,2,2,14,293508
2764,2,3,10,499798
2669,4,2,19,72765
521,2,3,29,428600
2220,4,1,24,461864
654,4,2,20,405824
2347,2,2,1,118338
2065,1,2,20,61379
1809,3,3,9,213604
672,1,2,14,232534
2415,1,1,29,362849
739,3,3,5,352279
1971,4,2,24,160521
552,1,3,6,192915
2648,2,3,26,488062
2729,1,2,21,191063
1252,4,1,14,388035
2485,1,3,20,101844
1643,4,2,11,203270
1269,3,3,27,423370
1085,1,1,3,127217
1977,4,2,13,499317
2589,4,2,0,308188
615,2,2,0,483148
2971,1,1,22,52509
1818,3,1,23,423667
1965,1,2,4,320594
2636,1,2,22,132448
526,2,2,8,62675
1431,3,3,12,373021
1637,2,1,6,126278
526,4,2,10,378770
1439,2,2,24,354997
2877,4,3,9,408575
789,4,1,8,300352
2171,4,1,2,107986
2093,1,1,18,152368
2939,2,2,26,141657
1521,4,2,5,283915
1979,4,1,22,233998
724,2,1,24,372742
1836,3,1,3,125190
2036,3,2,19,138904
2383,3,2,9,462645
1224,1,1,15,335490
1090,4,3,8,295990
1933,1,3,9,382716
2920,1,2,15,446797
1833,4,3,17,180816
2728,2,1,18,236438
1500,1,1,1,324436
1279,4,2,21,284461
2143,1,3,26,173904
674,3,2,0,104624
756,2,2,28,472038
1530,4,2,25,69379
1283,3,3,10,63611
2346,1,1,28,278057
1772,2,3,12,114342
833,3,2,1,158602
2324,2,1,3,121729
1507,2,3,15,394940
814,2,1,15,440120
2956,1,3,1,73383
2855,4,3,27,206172
2335,1,2,11,245271
1912,2,1,13,388092
1359,1,1,2,390331
2261,2,1,24,445667
808,1,2,0,214286
2463,4,3,2,81100
1423,1,1,15,213936
828,2,1,13,189929
804,2,3,18,421393
510,4,1,3,260865
1663,3,2,24,329082
1872,2,2,23,172215
1174,3,3,7,166741
2218,2,1,11,170549
1951,2,3,24,200544
2413,3,2,25,450021
2527,1,1,9,441643
1137,1,2,29,235473
2478,4,2,16,257852
2197,2,1,5,112031
2871,1,3,1,128969
1151,4,2,26,68199
523,3,1,20,367144
2420,1,1,12,408389
1063,3,2,9,454515
731,4,2,2,490572
1498,1,3,28,256745
1596,4,1,26,74551
2597,4,3,29,147155
2671,3,1,24,156188
1217,2,2,23,199375
2713,3,2,11,61333
1550,4,3,24,241333
2995,1,2,12,332658
1003,1,2,29,420727
904,3,1,2,353018
2671,3,1,13,245357
2279,3,1,11,481679
1696,4,1,14,53437
769,2,3,22,217118
1260,3,3,17,129343
2809,3,3,21,402681
1764,1,1,21,451834
1239,4,2,2,226374
2289,2,1,21,69346
1728,4,1,10,274980
2953,3,2,0,495217
2146,4,1,12,129627
2275,4,3,29,278700
1645,1,1,1,257810
1004,1,1,4,325282
1008,1,3,10,76973
2687,2,2,3,74076
2941,4,1,12,484680
1424,4,2,7,457126
1362,4,3,3,269818
1686,1,1,25,154122
695,3,2,17,146975
816,3,2,11,413647
2554,3,2,8,201446
1591,4,1,10,454786
2285,2,1,22,386791
1479,1,2,3,303485
1534,4,3,23,492137
1655,1,2,11,361387
684,2,1,7,378302
2871,3,1,24,403218
1775,1,3,2,276908
2229,3,3,5,474387
2341,2,3,2,230128
2033,4,1,21,226493
1774,3,1,6,412147
1390,1,2,3,73241
1566,4,2,0,486741
1339,2,2,3,435117
2751,2,1,12,286162
2473,2,1,25,333537
955,3,3,4,188326
837,2,3,17,349660
2647,2,1,10,380079
1878,1,3,26,446152
2912,1,1,14,349462
1234,3,1,3,293845
2007,2,3,1,385553
702,4,2,26,163709
2638,2,2,6,197880
1510,2,2,12,263224
1179,4,1,28,384810
1058,2,2,23,428239
1853,4,3,3,78578
2684,1,3,25,163779
1852,1,2,27,403052
2870,2,3,20,498420
2121,4,1,25,197773
1967,3,3,18,332392
2556,1,3,25,253474
2317,1,3,5,336117
2854,2,2,8,395388
837,4,2,2,431350
2554,1,1,11,474557
671,3,2,17,140111
2672,1,3,23,434007
1606,2,3,16,66286
1527,3,1,27,145445
569,4,1,25,425939
737,1,2,11,99208
1028,2,1,25,237788
1802,2,3,23,200869
2109,1,1,24,79722
729,3,3,5,127742
2621,4,2,6,318458
1537,3,3,11,104445
1282,4,1,20,71779
2756,1,3,20,139285
2251,1,1,17,186199
2867,2,3,11,245687
1650,3,2,26,497934
2488,3,2,15,242788
863,3,3,28,158239
667,3,1,7,139708
2541,1,3,27,95259
2395,4,3,14,369528
1524,3,2,19,445923
837,3,2,10,352115
1326,4,3,20,157613
1429,2,3,28,155331
2769,4,3,10,104892
1291,2,1,10,145440
935,3,1,27,358930
973,1,2,17,393774
2579,3,3,17,393646
1609,3,1,5,333562
1816,3,2,18,357238
2676,3,2,26,114491
650,2,1,27,274270
2593,2,3,15,132022
2186,4,3,23,337025
718,2,3,13,216505
2833,1,1,3,115388
2910,4,3,15,76180
2264,4,2,2,182398
1119,2,2,26,136074
2744,1,2,29,457288
1898,1,2,20,115982
734,3,1,25,53460
1922,2,2,21,353249
2010,1,2,23,427409
1745,3,3,25,79745
1690,3,3,26,221374
1850,2,2,20,414529
2988,3,2,13,190439
1977,2,1,18,390158
734,3,1,8,227090
831,3,2,21,219287
989,1,2,17,388069
1715,4,3,9,368209
2600,3,1,4,163012
948,3,1,9,166471
1632,2,2,5,227151
1334,3,3,27,310194
1124,1,2,4,335860
1025,3,3,6,440244
1836,4,3,27,304145
862,1,3,23,489926
1337,3,2,21,72253
2433,4,1,13,453575
559,4,3,0,59602
1764,3,1,28,73116
2029,4,2,2,342003
1826,3,1,26,245920
1396,3,3,16,367476
1854,4,2,8,100857
530,3,1,23,171175
1193,1,1,14,427257
2728,1,1,2,355614
1821,2,2,10,127585
791,3,2,19,279970
2525,1,2,7,144496
2495,2,1,21,404539
2262,3,1,10,293892
566,1,3,10,161142
1786,2,3,4,303482
1491,3,3,28,131772
1280,1,1,4,103221
607,3,3,28,397409
1803,1,1,0,493904
1968,3,3,20,240390
2665,4,3,6,192922
1355,4,1,0,290381
1895,2,1,8,481611
2119,3,2,7,326541
2558,1,2,22,479206
1285,3,1,1,333200
1673,4,3,15,341021
1224,3,1,0,228230
2690,2,3,16,367221
1653,4,3,14,363664
680,2,3,5,129633
1489,2,1,11,65591
1381,4,2,2,239177
1029,4,3,23,96588
2495,4,1,2,157738
1333,1,2,4,172013
2945,1,3,11,153965
1096,3,3,2,107704
1924,3,3,26,443124
1765,1,2,8,151996
1890,4,3,11,395167
2015,2,3,12,202544
2044,1,3,15,269083
1511,2,3,22,485377
905,4,1,21,335629
2888,4,3,21,305674
2964,2,2,9,349295
2122,3,1,17,266582
1418,3,2,28,146546
1430,1,2,20,185051
1828,3,1,18,315714
1784,4,1,7,464427
1095,1,1,15,451565
2570,2,2,3,285403
1784,3,2,22,113380
523,1,2,0,376871
1040,2,2,4,258329
2038,2,1,24,264475
2891,3,1,10,123149
1475,4,1,10,226155
1121,3,3,28,292807
1393,4,1,14,235681
1206,4,1,19,70434
889,1,3,28,79358
595,2,1,15,291778
2047,4,1,28,495688
2713,3,3,7,141536
2746,1,3,27,168126
2783,2,2,22,281906
2210,2,3,18,272305
558,3,1,18,452506
1029,2,2,0,222549
1271,3,2,21,207185
2475,1,2,15,221809
1861,1,1,18,427071
825,3,1,22,255465
2117,3,1,18,141445
2558,2,3,28,446114
906,2,2,12,279924
787,3,2,18,419236
737,3,3,2,153162
664,4,3,22,154728
1217,1,1,8,268554
2855,2,3,3,454277
1870,3,3,10,200903
2138,4,2,22,260931
2978,3,3,6,450074
1198,4,1,15,182484
1057,4,2,22,469819
1923,2,2,26,51509
2869,3,2,18,286336
2542,1,1,2,282988
1431,2,1,4,263036
2713,3,2,6,485845
2865,4,1,25,451150
1594,1,3,1,456724
1802,2,3,15,484458
586,1,2,9,327328
1675,3,3,9,299812
673,1,2,28,213198
2981,3,3,17,480060
1098,1,1,4,109444
1053,2,2,21,214991
705,3,1,24,272126
2472,3,3,12,124905
1658,2,3,3,244540
2531,4,3,19,177380
2404,4,2,2,464950
507,2,2,10,75511
1204,2,3,26,123193
1025,4,3,10,215411
2319,3,1,21,394663
870,2,2,18,84774
1426,3,2,10,120523
2539,2,2,27,79785
1525,1,1,0,331118
2987,4,1,12,109540
819,4,1,17,465779
2663,1,1,24,443154
896,1,3,27,398330
1068,2,1,11,170007
2916,4,2,16,444361
2728,2,3,1,430526
1022,3,3,26,196714
2443,1,1,8,295533
803,1,1,21,354214
2219,1,3,7,253286
973,3,2,29,98783
1492,1,3,7,268284
2726,1,2,12,246299
2132,4,1,18,86905
1049,3,3,24,477482
2822,3,3,2,326042
980,1,2,20,101097
902,4,2,24,422099
1600,3,3,1,127876
2972,3,2,15,429995
2694,3,2,20,74325
2584,3,2,18,230831
1647,1,3,21,244516
2984,3,1,1,86030
2072,4,3,23,163860
2108,3,1,28,191851
513,1,3,22,474802
2677,1,3,19,391240
1265,4,2,19,284496
2401,3,3,25,195715
1485,2,2,23,79248
815,3,2,26,220759
1799,2,1,9,245557
1080,2,1,16,88522
1879,4,3,1,157040
2745,3,2,20,325729
1796,1,3,5,252579
1640,3,2,4,268172
998,1,1,25,236581
1223,1,3,29,51517
2865,2,2,28,488742
2515,3,3,16,356758
637,3,3,4,287203
2733,3,2,20,457684
1204,2,2,18,373679
1146,1,2,12,72079
1745,1,1,23,460476
859,2,2,17,408686
646,4,1,9,445089
1684,4,2,22,421056
1474,4,3,2,123619
1537,4,2,21,343120
972,3,3,19,169517
2852,2,1,16,228314
672,1,1,29,93951
2762,1,1,16,129735
974,1,3,11,57941
1432,1,1,4,367998
1436,4,2,14,330274
1729,4,2,23,343818
1689,1,1,17,461081
1288,1,3,28,346262
1272,1,2,18,182581
2173,2,2,15,338113
2023,1,3,0,330469
1632,2,2,7,163825
1890,4,3,7,479631
2985,1,3,19,299935
1388,1,2,1,285116
1915,4,3,20,213871
1637,2,2,3,77904
1632,4,3,3,196157
574,3,2,4,493049
1919,1,2,28,415276
948,4,2,9,59257
2912,4,1,22,354926
1228,4,2,17,72875
1741,1,1,14,308003
1055,3,3,7,247988
1040,2,2,13,325350
2791,3,2,13,463181
590,1,3,4,188786
645,2,3,25,401936
2221,3,3,25,255477
1635,3,1,23,470372
838,3,2,8,308508
650,2,3,17,185229
2500,3,3,14,424307
2764,1,3,26,462071
2712,1,3,14,269080
1071,4,2,17,115995
2861,3,2,0,164935
1053,2,2,14,457372
2299,3,2,28,393356
573,1,2,0,120266
712,1,2,20,476807
675,1,2,10,308914
1312,1,3,21,359111
607,1,3,11,441214
1650,1,1,18,302651
1566,2,2,23,114682
589,2,1,18,177676
2046,1,1,29,78921
917,3,2,14,449752
1983,4,2,7,279743
1424,2,1,6,255359
1349,2,1,6,289585
1718,3,1,7,399298
2894,4,3,5,62674
2038,4,1,15,384190
1042,3,3,25,269454
1843,1,3,0,319540
869,4,2,24,212149
1734,1,2,24,492712
1723,4,3,8,279991
1025,1,3,9,457544
2508,3,1,14,496000
2969,1,1,0,146152
1590,4,3,1,357496
568,3,3,26,497803
1639,2,2,4,362174
792,3,3,26,124158
2154,2,3,24,191242
1915,2,2,20,91552
1493,3,1,2,262096
1484,3,2,18,278290
2349,3,2,25,109448
2759,4,2,9,51324
2295,1,3,15,389194
788,3,1,2,393151
2918,1,3,4,179625
2288,1,1,4,187404
1936,2,1,20,414733
2577,1,1,17,461766
1335,2,3,14,275101
2520,2,1,14,74453
1681,1,2,8,203469
2289,4,2,16,106754
1207,3,3,11,179687
2695,4,2,15,300203
862,1,1,9,61708
1224,4,3,14,274273
2107,1,3,26,339446
2704,2,3,24,373982
2500,1,3,2,415611
1283,2,1,26,346668
1891,4,3,12,322571
537,4,1,16,198421
568,1,2,22,434727
1422,3,3,11,205015
1444,1,3,14,315262
2104,4,1,25,64293
1036,4,2,4,276941
812,4,1,9,421435
2618,3,1,10,348881
1536,2,3,26,294089
2367,1,1,1,123166
1430,2,1,26,119785
730,1,1,18,407870
2410,3,2,21,336885
1261,4,1,5,373588
1987,3,1,15,291731
2653,2,3,21,372102
1051,3,1,28,422528
2881,1,2,9,424318
1647,4,1,9,116521
1118,2,1,11,359897
2098,1,3,19,216718
720,2,3,20,274466
2913,3,2,26,259975
2189,3,3,1,376523
1688,1,3,7,62687
1400,1,3,1,120433
1236,2,2,0,407383
1211,3,1,6,61756
2564,3,2,20,207231
2653,2,3,16,413870
2874,1,3,3,164018
847,2,3,16,441510
827,1,3,28,449105
2137,4,3,10,430297
804,2,3,10,295248
2903,3,2,16,192182
2576,3,3,21,193205
1149,4,3,11,74138
822,3,3,16,415281
1435,3,3,28,347753
2276,1,2,17,431550
1830,2,3,14,289902
1673,4,1,27,383061
1418,4,1,16,213804
2727,4,2,9,241517
2119,2,2,26,244007
508,4,1,5,439389
1624,1,1,6,328578
1984,4,3,21,436940
669,3,3,12,192924
2661,4,1,9,253355
1411,2,2,1,433004
1554,2,3,29,69055
2217,4,3,26,64319
1347,2,2,14,448462
1310,4,1,22,386398
2114,3,1,3,213077
2247,2,1,19,174713
2982,4,3,9,324629
1753,4,1,19,122001
1143,2,1,21,468609
2504,1,3,27,298854
1172,2,3,16,420331
2952,4,3,19,132203
1866,3,3,25,107793
1988,2,2,2,412477
1241,4,1,29,151564
2984,3,3,21,231412
2288,3,3,15,97234
1295,2,1,20,83732
1571,3,2,16,260149
1806,2,2,2,97435
607,4,2,23,265778
980,1,2,0,369172
984,3,1,15,323399
1660,2,3,29,90008
1349,2,3,8,401915
2480,2,2,21,143222
1587,1,2,29,255084
809,4,2,29,157224
1565,1,1,18,493108
1302,2,3,28,305418
1339,4,2,16,77214
2926,4,1,11,110285
1389,2,2,16,261986
2315,2,3,16,358587
1280,1,2,14,441545
1674,3,3,13,62925
2351,1,1,13,167776
2184,1,3,16,249661
1622,1,3,20,434669
1815,3,1,16,151276
1342,3,3,0,491211
721,3,1,29,471330
2357,3,2,18,471888
502,3,2,18,199217
2736,4,2,26,185277
580,3,1,26,291837
2704,3,1,28,300393
2389,2,2,27,287148
1548,1,1,7,182958
695,2,2,10,426956
851,4,1,19,135381
912,3,1,26,342928
1992,4,3,15,210796
853,1,3,19,343907
1596,1,1,27,397151
2502,1,2,24,86050
2166,2,3,9,337844
1955,3,3,20,453265
1239,3,3,0,481725
582,2,2,9,310058
2448,4,3,28,171807
2419,1,2,17,383930
1625,4,1,2,346718
1503,1,1,24,99469
2024,4,2,12,424459
2059,2,3,12,154769
2857,4,2,29,141159
1558,4,1,16,214303
2991,2,3,13,322552
1497,4,1,25,124245
2858,1,1,10,53827
1238,3,1,1,400061
2349,4,1,15,424795
512,1,2,24,164845
598,4,3,17,195836
2382,3,3,6,442428
2508,2,1,12,99227
1154,2,3,15,258490
1456,1,3,9,241515
1281,1,1,21,498063
1554,1,1,19,322132
688,2,3,10,275690
2451,3,3,13,232794
945,4,2,7,138531
639,2,3,1,311600
2476,3,1,9,147198
1745,2,1,4,284305
1749,1,2,0,81860
757,3,3,20,318071
2990,1,1,17,78742
1133,4,3,10,424704
1466,3,1,27,138010
943,3,1,22,271349
1718,4,3,13,433451
728,1,3,29,87834
1204,3,2,24,277744
2149,4,2,19,266507
2734,4,2,15,161110
1444,4,2,13,246819
763,4,3,3,309016
2109,2,2,19,414839
2177,3,2,27,399760
2768,1,3,10,217358
1477,3,3,25,166429
1179,2,3,3,184284
1369,3,1,16,284791
1754,4,2,10,160660
1777,2,3,8,89342
639,3,1,23,289675
2758,2,2,10,444132
2661,2,2,24,360279
2404,2,1,9,94514
1839,3,2,21,155026
1197,1,3,9,468248
2642,4,1,19,441780
1456,4,2,10,105741
851,2,3,8,292872
1884,4,2,18,224277
2371,4,1,7,284299
1330,4,1,16,66479
2216,2,2,7,382420
2330,2,2,19,174591
1051,2,2,22,91964
2623,2,1,1,474697
2971,4,3,28,259048
2807,1,2,6,119504
2636,3,2,19,135286
2722,2,3,14,222242
1172,3,1,11,52832
2302,1,3,18,333792
1644,1,3,21,210127
1420,4,3,0,332747
1164,2,3,5,467330
2618,1,3,5,436740
2284,4,3,2,154522
1885,1,2,17,285676
892,2,2,29,127031
1899,1,3,7,179732
2155,3,1,8,259476
2966,2,2,7,211481
794,1,2,1,386343
1661,3,2,13,283311
1386,1,1,13,62497
885,1,1,28,227563
527,3,1,18,77965
2034,1,3,19,205501
2846,3,3,3,338243
2916,3,1,2,439349
1377,3,2,10,374522
2852,2,2,7,174768
2986,4,2,25,86202
1733,4,1,5,108398
1905,3,3,3,323631
2521,4,3,17,395849
625,4,2,11,61227
2575,4,2,21,449292
887,4,3,22,481165
2121,3,3,5,147686
2062,1,3,19,219523
2132,3,2,23,268395
940,3,1,17,409666
1568,1,3,7,477227
1672,1,1,5,119532
2663,4,1,6,67351
2894,2,1,3,179456
2096,3,3,11,303359
1707,4,1,25,283276
869,1,2,25,177232
1207,2,3,3,104455
2901,3,3,20,53713
2277,2,3,24,63382
2220,2,2,24,187843
1466,1,1,25,159606
2316,1,2,26,459204
1243,2,1,17,410277
529,2,1,0,334746
1492,1,2,7,328352
1968,3,3,24,92943
1825,4,3,5,194022
2164,1,3,18,126908
792,1,2,27,341553
2636,4,2,18,459785
1304,4,3,11,396169
2256,4,1,18,57860
1605,2,3,16,215694
1779,3,2,2,124399
1770,3,2,24,127047
1318,3,1,22,481441
2495,2,2,24,320058
1236,4,3,7,409768
1865,4,3,27,414397
1037,4,1,15,454704
2594,3,2,10,267710
1299,3,2,6,414742
791,3,2,15,255396
893,2,1,25,355794
2179,2,3,23,444087
1315,4,2,24,171582
1834,4,3,24,186947
1706,4,2,24,426739
2742,2,1,15,448087
1340,1,1,5,83848
519,4,3,9,453133
1410,1,2,1,100384
835,4,1,5,142715
2576,4,2,10,387736
2914,2,2,15,420819
1037,2,3,9,333757
792,2,1,0,211231
1321,4,2,20,255715
2263,3,1,28,386612
2139,2,2,29,262628
2314,2,1,3,80951
2360,1,2,22,335340
1369,3,3,19,330696
977,1,3,28,350990
2162,2,1,10,74305
2538,4,3,23,339281
585,3,3,21,195249
2911,2,3,26,102179
627,2,2,29,489120
508,2,1,2,470048
2490,4,2,17,410700
2061,1,1,2,379987
1496,2,3,22,197749
2312,2,1,8,388268
1504,4,3,22,334826
780,4,3,23,218338
1968,4,3,18,243492
2739,2,3,14,415345
581,3,2,1,360968
892,1,3,0,397012
805,3,2,21,52609
1976,3,2,29,408597
1636,3,3,20,182383
2403,3,3,28,480825
2392,3,3,4,330650
2855,1,1,20,98438
1983,1,2,7,385520
1619,1,2,19,245098
940,3,2,28,145238
1933,1,3,20,258598
643,3,1,15,284171
529,3,3,23,370856
2672,1,1,1,81494
1764,4,3,22,386760
2928,4,2,18,336939
1074,2,2,18,212428
2826,1,1,25,432823
1223,4,2,5,496352
2161,2,2,27,340284
2161,2,2,10,459173
1021,4,1,10,53263
1933,4,2,24,246275
930,4,2,24,372313
1490,2,1,29,444177
1713,2,1,8,256411
2336,2,2,15,97249
2143,4,3,27,172301
2976,3,2,10,435667
1251,1,2,18,308089
1630,1,3,24,132405
1366,1,3,19,331046
2557,3,3,16,334328
1621,1,3,17,76129
2546,3,2,4,176753
2345,3,3,26,190468
2657,2,1,6,285538
2029,2,3,20,444675
821,3,1,11,288079
573,2,3,25,465615
1781,3,2,7,66873
2799,3,2,23,127739
2644,4,3,0,354452
1201,3,2,3,371934
593,3,2,25,443448
2914,2,1,29,261671
2225,3,1,5,97053
2444,2,1,18,309297
707,1,2,15,487348
552,1,1,18,93880
853,3,1,16,297453
1137,2,3,13,194833
1647,1,1,14,486682
1701,3,3,16,355739
763,3,1,28,351409
2970,2,1,1,147849
928,4,2,16,249033
1391,1,3,8,56150
904,4,3,24,361682
1951,3,3,5,150209
2584,3,3,18,110803
1467,3,1,18,445859
505,3,3,16,192065
2953,1,1,19,243525
2136,4,1,16,124596
2798,3,1,12,86589
697,4,2,0,138558
2176,4,1,0,491424
1164,3,2,16,187847
2363,2,2,4,53745
2215,4,3,11,56645
1956,1,2,14,196010
2261,4,1,15,423888
2418,2,2,15,256170
542,1,2,11,441596
2845,3,1,2,308799
511,4,3,24,495024
2918,3,1,12,111400
2120,2,1,11,357679
1086,2,1,4,150844
555,2,2,11,494261
2163,4,1,17,139845
1190,2,1,6,99328
2553,2,1,2,256561
1006,1,2,29,227415
2094,4,2,15,461870
1044,2,3,12,434222
2931,1,2,29,334571
613,2,1,14,353800
867,2,3,21,359673
2980,1,3,17,364584
2631,3,1,17,488105
1265,2,2,6,212841
1085,3,3,2,453318
1711,1,1,0,124549
2998,4,1,8,150111
2413,4,2,15,287852
1131,3,1,3,95286
1778,1,3,13,459014
879,3,2,2,492649
2591,2,1,22,482359
2378,4,2,27,119726
1750,4,3,18,284216
1723,4,3,22,75232
1603,3,3,1,299003
709,3,2,14,447977
1809,4,1,13,122170
2747,2,3,24,398447
2154,1,2,12,247182
2602,4,2,1,279550
2559,2,3,5,271226
2534,1,3,9,316771
708,4,2,3,80757
2650,2,2,7,262238
2094,1,1,18,416923
592,2,1,11,417647
2235,2,2,26,57585
1354,3,3,28,316583
1496,4,3,2,220255
1589,1,1,23,367464
1162,4,2,15,417462
1496,1,3,29,115882
2818,4,2,26,239297
535,2,2,16,107520
674,2,2,4,420581
669,4,1,24,163036
1575,3,1,12,223141
1627,4,1,8,181494
2961,4,1,11,446063
1126,3,2,20,144751
1453,1,3,28,465284
2555,4,2,1,116057
1716,2,2,12,202732
1298,2,1,6,376645
2088,3,3,7,157559
2523,2,1,3,220893
1786,3,1,2,65507
2893,1,2,1,381002
866,4,1,9,300294
1312,1,3,15,209860
1798,3,3,13,338870
2678,4,2,13,181324
1570,3,2,21,430198
2990,2,1,11,499072
2490,4,2,14,174652
833,1,3,8,86695
543,2,2,22,102777
2762,4,3,0,282741
937,3,3,19,339521
1774,2,2,21,190804
2773,4,3,21,63641
2857,2,3,15,337242
2301,4,3,20,461860
2827,3,3,6,357017
1796,3,2,0,452399
2405,3,1,6,352972
1048,1,3,15,485334
804,3,1,26,421686
786,1,2,25,425223
1866,4,2,28,263591
651,4,3,4,395428
1146,4,2,22,237496
1712,4,2,18,181930
2471,3,3,1,99743
616,2,1,10,348321
711,4,1,25,70258
2426,2,3,15,411957
2994,4,2,6,489437
1766,1,3,16,299225
813,3,3,17,359263
1829,1,2,17,354369
2044,4,2,8,451574
1587,1,3,1,262410
2906,3,1,27,149099
1572,1,3,9,380763
1752,4,1,26,419048
2602,2,2,16,84923
1044,3,3,5,336326
924,1,1,24,494249
2873,3,1,22,166799
2365,4,2,28,250482
815,3,3,5,400567
909,4,1,21,384559
1479,3,1,3,469521
1439,2,2,24,183806
832,4,3,21,131884
976,2,3,15,124570
1687,3,2,11,219314
2678,1,1,29,428656
1879,1,1,28,58185
1358,4,1,1,170969
713,3,1,19,492050
2490,2,2,10,166844
706,3,1,26,386422
2955,3,2,25,73568
509,4,3,11,235712
1668,4,2,11,346423
1340,3,1,25,439377
991,4,2,25,98809
788,1,3,9,350706
618,1,1,17,157289
1439,3,3,14,301466
2515,4,3,10,310272
2076,4,2,24,214283
2285,1,2,25,116168
1559,2,1,15,470564
2270,1,1,2,184369
1080,3,2,15,272066
2132,3,1,26,298603
742,1,3,18,423751
2791,4,3,23,72445
1120,1,3,12,272349
1720,4,3,14,105144
2418,1,3,8,353662
1510,2,2,4,304173
1446,4,1,6,106284
2541,1,2,9,422130
1328,1,2,7,346715
768,1,1,16,242250
2828,4,3,23,392102
1082,4,1,27,259986
2610,1,1,19,375191
2922,3,2,0,294910
1688,4,1,22,354724
1917,1,1,2,413704
2675,3,3,7,280449
690,4,3,15,187524
921,4,1,11,378135
1510,4,2,0,406445
2399,4,3,22,475122
1186,3,2,19,365413
1813,3,1,11,227188
561,4,2,12,50118
2231,4,3,21,275672
591,2,2,9,368444
1827,2,2,29,450551
2152,2,3,1,485608
626,2,1,14,115275
2608,1,2,6,111671
1989,1,2,2,474249
1360,2,3,8,287113
1760,1,1,3,333087
1982,4,1,1,352621
549,4,2,26,450968
639,3,2,13,338056
2609,3,2,24,383848
1746,3,1,12,382057
1507,3,3,12,83990
1409,2,3,0,310932
2077,2,3,18,454453
2210,4,2,5,176771
2098,4,3,20,353330
2562,4,1,3,253781
2589,1,3,0,257024
2910,1,2,26,145647
1560,3,3,6,381631
1932,3,3,20,364254
2377,2,2,8,72437
1456,1,2,13,396379
1719,2,1,23,343234
1197,4,2,25,257479
2314,1,3,29,461811
541,1,1,29,427109
1035,1,2,1,111213
531,4,1,29,109308
705,1,1,10,268887
1229,3,1,2,369411
1916,3,3,21,140345
1233,4,1,15,365309
1134,2,3,18,102736
782,3,2,27,401085
2484,2,3,16,70699
1279,1,2,27,68555
647,3,3,29,402485
706,1,2,2,55847
2857,4,2,0,267585
508,4,1,5,480283
2991,2,1,18,173483
983,2,2,22,387515
2400,4,1,5,285128
2249,4,1,3,160568
1529,4,2,27,405394
2299,2,1,1,407349
2601,3,2,10,77480
2559,4,1,0,490316
2951,1,2,8,499358
549,2,3,27,404585
555,1,1,14,368251
2826,2,2,15,86956
2974,1,1,14,121287
2779,3,2,13,67376
2527,1,3,14,363671
2318,1,2,23,180836
1172,3,1,14,101981
2696,2,2,22,272616
520,2,2,29,132142
2628,3,1,12,455270
2003,4,1,4,201026
867,3,1,28,82031
1204,2,3,22,291048
1906,1,3,12,332382
721,4,1,1,298814
919,2,2,3,254223
1786,1,2,2,69767
2433,3,1,20,294907
1142,4,3,18,311829
2826,4,2,8,155768
2051,2,3,7,279322
1684,2,3,18,334357
767,1,1,2,94752
888,1,3,26,150072
2899,4,3,10,421577
2274,3,2,9,122527
2885,1,2,20,319492
911,2,3,15,480567
756,4,1,22,168141
1243,3,3,17,197007
2903,4,3,11,199933
2387,1,1,19,189304
689,1,3,26,50363
1458,1,1,8,166977
1430,1,1,20,335605
2252,2,3,27,146218
799,2,1,18,263607
2175,4,2,25,205239
2041,3,3,0,423869
2769,3,1,16,92849
2554,2,1,9,452776
2280,1,2,23,64950
2289,4,3,6,315871
1481,4,3,18,287144
1259,1,3,20,153300
1812,3,3,14,269079
1554,3,3,19,241833
2114,2,2,7,327143
2116,1,3,16,54114
1946,1,2,21,67530
2045,2,3,12,60560
1250,4,3,9,374010
1036,3,3,9,368913
2066,1,1,8,176610
1697,3,1,20,139175
2013,3,1,12,53004
1187,3,2,2,480533
2994,4,2,24,99228
2998,2,2,14,305325
848,1,2,8,227456
2628,2,3,22,243358
1680,1,3,28,367764
678,2,1,13,91698
2349,4,3,16,197352
2021,1,1,29,436340
1249,2,1,21,115805
1468,2,3,10,86979
611,1,1,17,54243
975,1,1,2,214363
1971,4,1,11,130908
2245,1,3,16,58676
2494,3,2,0,253909
2269,3,3,22,272137
2112,2,2,7,423878
525,3,1,6,119124
699,1,3,21,258810
2527,3,3,4,247432
944,4,3,3,321264
636,3,3,29,181643
2363,1,2,22,73714
1785,4,2,14,215131
779,1,1,7,326868
1843,3,1,26,450855
1761,4,1,6,261304
1170,2,2,22,499388
2739,4,1,18,212236
735,1,1,19,340758
990,1,1,28,376385
1202,3,1,20,52001
1548,1,1,5,329239
1809,4,2,10,207842
542,2,3,20,446428
1969,4,3,12,52241
2684,3,2,11,118447
1232,2,3,14,432882
2171,2,3,27,446070
2038,3,3,20,87250
2668,1,2,13,214641
2027,1,1,0,248537
1458,2,1,4,178611
1039,1,2,17,248397
1797,1,1,14,297482
635,4,3,11,347103
2984,2,2,15,373088
2270,4,2,7,387069
2058,1,3,2,215196
