age,income,score,transactions,balance,churn
24,22369,799,42,36017,1
42,27743,509,40,27024,0
51,42367,733,76,38316,0
42,83303,813,17,27322,1
26,33420,791,33,27051,0
25,90012,743,39,11881,0
52,39380,564,25,9333,0
61,78140,321,58,31535,0
45,62054,578,96,43037,0
27,64420,353,78,32867,0
31,68423,341,96,6929,1
46,33471,477,46,44907,1
18,66439,496,96,9107,1
36,27335,563,6,37307,1
31,55756,578,94,37607,0
37,72818,760,34,28526,1
55,81784,341,12,2035,0
65,99689,349,48,23600,1
53,72362,465,50,1654,0
58,91885,477,21,35954,1
25,43518,849,46,3845,0
55,93604,757,39,233,0
59,59968,625,59,41399,1
41,54945,721,9,42775,0
24,97905,380,77,13627,1
60,48781,395,77,1863,1
22,70574,715,19,17529,0
31,61685,482,7,49654,0
26,84410,554,97,7156,1
37,78837,583,75,4725,1
69,88244,689,74,37968,1
43,78782,555,78,9665,1
42,41631,584,75,15765,1
69,37889,615,53,2354,0
37,91948,745,21,14898,1
23,24519,679,55,24975,0
24,56366,605,41,6439,0
53,98715,747,39,41863,0
66,64911,794,75,32703,1
53,85961,474,27,2886,1
37,55647,302,41,30211,1
63,26453,796,61,8250,0
35,62503,773,24,32325,1
25,87680,555,65,21247,1
44,25091,325,60,11982,1
22,64522,666,78,3412,1
48,98220,382,91,18302,0
63,71212,811,50,5686,1
58,43671,359,58,20093,1
38,33617,436,10,41798,1
69,61286,458,96,9858,1
20,92085,769,11,41700,0
43,73159,643,94,47742,0
34,46547,703,58,22037,1
47,73151,376,79,17945,0
40,55298,601,36,9723,0
42,95796,831,65,771,0
67,87832,642,86,39797,1
21,97388,514,74,32015,0
58,42880,822,30,3774,1
28,31171,750,88,47741,0
58,22313,741,7,17146,1
55,46339,445,97,17808,1
35,90033,664,12,35346,0
50,62718,732,37,36595,1
53,41760,454,78,38990,1
55,29118,775,81,44806,0
35,28741,407,9,36417,0
66,75990,400,47,21814,1
33,43115,382,88,36474,0
39,95690,564,74,11623,1
38,51794,307,90,39148,1
67,22873,835,4,38391,1
61,85083,512,68,16598,0
48,46315,821,91,11719,0
48,82505,614,79,36880,0
44,68385,426,79,28838,1
69,23515,403,57,22023,0
58,36942,523,76,2104,0
67,61525,354,31,36841,1
54,93693,416,42,5430,1
20,53826,438,62,14323,0
48,60494,594,12,6681,0
51,30619,394,99,10206,0
43,32674,457,10,26292,0
41,99803,824,53,49952,0
27,79324,419,20,42141,1
46,95083,671,59,4701,1
55,46630,398,23,30740,0
30,47509,546,88,29092,0
54,48989,551,80,9876,0
56,86223,477,67,36252,0
68,79161,584,7,44039,1
23,68090,510,48,13491,0
31,58034,746,67,22182,0
47,82181,591,26,44868,1
56,83059,447,15,43789,0
66,36215,761,66,8276,0
21,43436,318,55,14975,1
62,39973,818,12,39822,0
45,68292,582,54,49053,0
56,24216,415,95,43298,1
27,22355,713,6,21416,0
43,69921,553,96,11188,0
51,23301,525,71,43068,0
46,71240,399,47,31485,1
25,89437,323,32,49196,1
56,96581,363,25,25690,1
35,51450,550,59,33408,1
26,87709,781,79,39840,0
39,85525,452,63,36730,1
35,86148,644,19,11626,0
54,71471,730,37,33981,0
64,36290,697,84,12693,0
50,20843,832,84,45874,0
65,45419,621,48,19268,0
62,84562,702,14,48182,1
65,65048,302,26,11802,0
19,38332,638,53,40875,0
43,82834,614,70,8526,1
34,75986,572,7,41558,1
21,61172,410,10,11835,1
26,45232,513,90,6452,0
69,72896,316,73,38288,0
27,34113,389,4,23261,0
66,83989,602,23,24355,0
22,37297,537,75,19201,0
55,76673,350,89,352,0
66,43475,511,97,44656,0
57,65691,782,8,25875,0
66,40529,811,75,25609,1
39,90191,358,94,21444,0
58,99148,506,86,569,1
36,58742,657,67,14800,1
54,45413,821,99,25902,0
50,69042,588,51,33982,0
66,89409,676,6,13042,0
67,77252,561,38,34470,0
23,68301,458,20,45117,1
40,92126,325,13,7377,0
31,95350,696,93,3131,0
48,31854,847,30,24564,0
50,42145,344,39,8520,0
34,92485,324,21,31743,1
18,57720,667,61,46879,1
29,73063,707,84,34238,0
20,97371,518,19,41471,1
62,81499,748,89,37414,0
53,90724,712,34,13457,1
41,32883,392,40,38401,1
58,98846,600,4,1679,1
65,20340,598,13,28110,0
31,54468,828,62,47538,0
54,87257,777,56,30547,0
45,30806,836,67,47669,1
44,46132,441,11,3767,0
37,76545,551,37,35687,1
32,92071,612,63,5614,1
59,71565,829,20,32317,0
42,21374,498,98,12775,1
61,35508,456,61,16710,1
23,41690,365,8,38225,1
68,27967,439,56,11224,1
63,39129,757,78,44876,0
31,28816,845,42,41659,1
56,48825,337,23,29639,1
59,87084,369,60,48474,0
47,68910,676,62,10259,1
64,85776,391,6,41023,1
64,30400,628,8,41057,1
67,93151,512,55,39235,1
45,26772,661,78,41166,0
48,91822,610,22,20940,0
26,66419,667,22,12208,0
65,72550,587,26,7765,1
19,86730,415,11,28953,0
64,91435,725,64,4849,1
62,92908,597,14,17843,0
18,99850,417,18,1596,0
19,37541,801,8,28414,1
65,40908,584,54,46075,1
45,81990,685,11,32264,1
53,51594,801,34,11268,0
40,93966,491,66,31901,1
37,90389,606,82,17667,0
50,54634,478,12,5790,1
47,70650,807,67,49933,0
55,84015,502,54,24344,1
42,74124,494,21,4720,0
65,93410,381,83,19055,1
33,22005,393,55,18882,1
55,75121,704,68,2625,0
64,73330,376,34,29206,1
56,74818,443,78,5423,0
24,21709,837,48,32928,0
61,87519,815,90,16795,1
50,67925,389,92,25918,1
51,63473,657,81,37255,0
34,29228,698,20,41379,0
66,71650,704,80,33153,0
57,48702,487,56,5911,1
21,61149,632,91,26005,0
30,60694,721,19,30743,0
43,49988,357,22,29949,0
30,84654,317,3,24004,0
49,92698,603,32,44890,1
60,83549,619,13,49120,0
29,21641,507,77,37812,1
31,61165,523,26,17492,1
38,47771,731,35,19152,0
50,47150,489,51,41145,1
58,55319,697,43,16418,0
20,55605,404,78,33014,0
24,91299,772,35,14774,1
32,52032,655,84,6445,0
24,71896,809,10,45208,0
60,22075,379,84,47316,0
65,46750,537,87,25335,1
43,96322,370,9,46730,0
43,81855,707,11,43799,1
29,67964,338,56,29261,1
69,46797,358,80,26952,0
57,64311,332,85,36869,0
62,90749,834,76,34584,1
19,86430,355,69,39327,1
57,87247,600,58,5423,1
32,27057,395,42,11830,1
61,50474,704,2,17116,0
48,58364,747,16,8611,1
54,97151,513,8,12067,0
51,33113,685,82,17276,1
29,47755,471,70,26742,0
23,42228,564,95,28284,1
57,42402,468,60,21431,0
49,69748,534,4,891,0
53,79761,357,77,28578,0
27,88266,527,24,29836,1
33,81698,768,10,26992,0
42,95564,677,38,19771,0
47,72327,450,45,29978,1
57,73630,368,12,18506,0
46,49348,807,3,20229,1
65,98641,333,82,49207,0
40,61919,709,54,17065,0
56,28720,307,48,8157,1
61,69159,419,62,3808,0
24,64072,753,94,14373,0
66,96286,589,47,31158,1
64,41525,646,89,17426,1
31,86330,506,1,1012,1
54,97881,637,70,39788,1
19,76965,427,47,29909,1
54,42686,749,61,12134,1
22,24666,475,45,16524,0
55,54563,308,34,5699,0
63,64462,752,53,29596,1
39,56192,687,56,44637,1
23,61822,666,79,20184,1
62,47096,340,14,6158,0
24,81424,424,41,4235,1
67,36958,574,41,2580,1
53,43288,822,6,24401,1
22,34430,304,46,10490,1
43,58253,782,37,24267,0
45,81456,546,66,37936,0
64,40783,619,6,16412,1
40,51039,316,95,11197,0
19,34046,488,76,15017,1
57,57277,378,58,48405,0
67,40243,386,1,39162,0
38,25645,598,35,1511,1
19,50460,494,87,15966,0
19,67402,515,59,46318,0
35,40792,806,83,34966,1
56,32690,493,6,21044,0
44,25214,767,2,1005,1
63,90884,807,23,48510,0
22,29110,841,55,43390,0
26,80109,481,45,20007,0
31,68149,735,92,45174,0
21,88847,506,22,49219,1
18,73447,604,36,42757,1
57,89611,728,2,25902,0
39,25391,352,17,14089,0
32,46677,735,99,33054,0
42,74118,491,47,26438,1
68,51697,593,11,49549,0
49,80557,303,22,10869,0
48,28822,604,9,10629,1
59,91325,750,2,39396,1
40,98285,452,70,29497,1
34,48934,363,45,1651,1
51,25496,323,75,18286,0
22,52338,364,60,28177,1
64,91576,351,11,35291,0
59,29618,478,42,17258,0
47,77117,541,53,9216,0
67,46973,544,86,29368,0
62,27694,626,37,11600,0
47,25916,324,5,36026,0
31,90114,605,25,8089,1
42,82112,527,70,18612,1
20,74781,831,73,32913,1
55,81910,481,44,40549,1
37,29919,711,67,3095,1
40,20100,801,56,21777,0
40,84118,657,26,39662,0
38,40777,361,17,15566,0
61,98173,670,15,31651,0
22,43375,554,67,18521,1
69,95902,623,29,18131,1
26,94528,635,64,10309,1
56,49018,637,29,19546,0
39,56233,778,55,15486,1
36,85598,463,31,23623,1
22,81437,613,83,47189,1
21,62451,438,40,14372,0
38,75013,706,63,24225,0
35,62254,642,37,36079,1
22,32688,567,70,27105,1
56,93171,750,1,9627,0
30,37661,639,74,11710,0
43,97104,770,73,44488,0
33,76848,590,39,1565,0
28,83988,806,79,30949,1
20,25899,727,21,48168,1
21,93226,480,28,15623,1
66,23737,534,63,25850,0
26,62863,579,53,15623,0
47,96120,432,20,5128,0
68,54220,501,49,15594,1
62,90608,606,97,31585,1
29,85973,666,63,49304,0
66,55834,573,48,27528,0
30,91232,675,97,9279,1
38,47710,659,45,12034,0
60,56546,456,35,5624,1
59,37652,549,4,39391,1
38,56922,632,52,45594,0
44,38041,588,92,46205,0
22,73546,340,44,2546,1
34,86679,362,36,44097,1
38,95914,788,21,35444,0
18,81211,379,69,39761,1
33,61378,323,14,2106,0
57,55206,810,12,27303,0
39,57984,305,70,14103,0
40,88591,741,91,45206,1
37,79241,547,36,21416,0
66,21118,445,12,30972,1
25,41124,668,65,14128,1
63,41849,419,70,42177,0
66,71829,729,88,7740,0
58,41738,637,81,3048,1
55,38528,336,35,7231,1
47,21342,387,69,47009,1
19,79519,459,73,26906,1
49,44554,371,42,30783,1
36,76156,472,16,2414,0
30,79810,785,61,13115,0
59,61353,331,8,42786,0
41,84422,659,82,15412,1
27,42112,697,31,42361,0
64,73023,313,61,39679,1
22,87817,606,57,42107,1
44,67574,661,82,49222,1
69,36431,842,46,10380,1
42,34502,317,42,26059,1
24,50656,323,22,43634,0
62,27997,438,58,6732,0
44,78253,350,88,15668,0
69,70627,750,84,11280,0
38,82932,313,84,1208,1
60,69070,638,55,30011,1
45,99658,397,17,2125,0
38,70801,536,66,44918,0
51,54177,493,46,16786,0
38,47513,791,34,34978,1
64,23160,664,38,37009,0
44,98522,837,16,25104,1
32,35500,318,91,46931,0
68,91186,377,62,1828,1
22,98731,597,4,15766,0
34,46683,405,58,458,0
25,74942,653,82,18989,0
65,51265,303,10,2182,0
64,74166,731,66,33174,1
41,63464,693,59,45658,0
35,68711,386,82,30932,0
67,99076,819,95,34964,1
64,85822,658,36,10553,1
59,54742,375,90,8159,1
22,71060,317,76,945,0
33,47491,366,3,2715,0
38,91007,412,38,7268,0
29,72735,832,94,40001,1
34,25014,540,36,14705,1
61,73590,426,60,6664,0
50,99097,674,82,29730,1
28,78750,419,77,33510,1
57,83976,640,67,42862,0
54,25378,829,4,34876,0
57,54764,811,12,12867,1
28,62417,365,11,469,1
45,32587,434,11,4485,1
60,52310,703,57,49251,1
47,61674,471,43,49619,0
63,97454,761,47,36850,1
31,33521,349,21,6027,1
68,48715,626,23,35130,1
60,36855,323,61,3904,0
38,95103,764,47,44840,0
49,38645,636,81,11778,1
44,21685,402,65,8317,1
51,35343,304,38,29354,1
25,74677,738,96,12919,0
60,90193,598,7,25812,0
50,42453,424,14,24257,1
54,58882,457,65,14431,0
38,31620,623,38,24860,1
64,28918,680,50,5294,1
68,51653,704,73,44507,1
46,66658,703,30,41184,0
33,64584,592,34,43929,0
21,26850,805,26,4348,0
61,44961,636,53,16014,0
42,54106,796,17,45356,1
22,26045,450,86,29657,1
36,28380,511,19,42184,1
60,74107,682,62,15828,1
56,70420,517,13,41363,0
23,36248,380,80,43290,0
47,47367,674,44,4800,0
45,79361,522,28,43784,0
30,72062,512,46,25979,1
64,93872,390,82,4025,0
20,68697,618,76,8498,0
52,62316,325,81,36773,1
21,30202,535,83,42579,1
27,95899,594,58,7544,1
68,92761,442,36,2706,1
23,95354,489,39,27914,1
18,75367,357,19,1405,1
18,77791,330,88,25421,1
24,20724,510,91,44248,0
33,61762,403,37,22603,0
41,26524,592,65,24492,0
21,35002,361,51,46210,1
33,34513,747,48,46438,1
24,41985,346,20,18685,0
67,42637,355,45,49615,0
42,90812,539,26,3389,1
32,89688,693,39,1280,1
26,26008,488,3,33290,0
28,61788,441,76,6016,0
24,48884,412,33,42092,1
56,97499,692,24,28977,1
40,65168,507,84,3917,1
20,94049,372,51,23550,1
24,28713,566,22,39149,0
20,39287,441,58,37599,1
29,44626,438,79,47481,1
20,63250,698,20,388,1
24,85887,471,23,21922,0
40,23030,313,59,14986,1
55,22735,774,87,32000,0
32,38667,302,50,49926,1
40,22360,613,32,43477,0
59,22900,596,52,30,0
22,57590,521,74,9488,0
58,39467,719,59,3601,0
66,81900,545,94,20558,0
46,51521,706,83,9468,0
36,50168,763,57,28534,0
41,96225,523,31,11892,1
40,59420,598,54,29157,1
45,98517,356,84,25954,0
34,27956,460,4,34639,0
26,75646,612,20,24680,0
34,32689,350,73,21085,1
18,45551,487,44,24674,1
57,55277,434,26,44688,0
68,38182,429,19,26446,1
26,62917,347,91,41129,0
57,63795,562,39,7409,0
23,78243,760,19,29466,0
32,33061,551,96,44992,0
64,69393,366,47,19229,0
23,71229,626,74,46331,1
64,85494,745,36,22596,1
35,94267,804,88,17600,0
41,38789,535,37,4611,0
55,62722,646,36,49290,0
67,97367,455,83,2188,1
67,86688,365,51,777,0
47,63351,347,88,39787,0
36,23387,739,14,23540,1
45,36566,719,38,39639,0
40,83824,835,79,29139,1
41,46711,753,53,22102,0
69,54234,761,59,45672,1
44,81211,354,11,47785,1
30,73951,672,79,24674,0
28,64923,698,22,25771,1
32,97695,361,4,15194,0
47,93963,791,57,13134,0
23,59946,771,88,42647,0
42,33967,324,26,23837,1
48,86979,774,5,22976,1
28,97146,744,63,33532,1
21,44348,734,57,7234,0
32,64639,384,12,13798,0
65,77610,764,52,32279,1
41,31463,761,2,11551,1
31,55504,741,38,28606,0
41,67924,564,57,35459,0
40,46986,533,39,40960,0
22,22371,694,30,47495,1
64,29336,791,28,38189,0
43,95962,520,43,32907,1
47,90386,352,69,11392,0
59,58591,496,41,4301,0
55,26967,557,27,7640,0
65,29112,642,72,667,1
65,56947,843,41,24775,1
68,40713,748,33,35903,0
20,70182,395,14,38311,0
69,83327,720,44,21208,1
35,24306,610,19,35894,1
39,47370,354,92,2390,0
68,86158,515,17,38715,1
45,57540,638,94,48747,0
47,25385,551,76,49380,1
19,59861,595,71,30760,0
26,42389,428,97,13007,0
18,66657,542,63,39994,1
53,27825,531,86,38339,0
38,88386,382,95,12195,0
45,39311,432,25,6944,0
53,28095,320,88,31084,1
49,25271,677,60,18924,0
23,61697,834,32,1520,1
40,48185,565,23,43229,1
23,24862,797,94,37932,1
39,91465,472,36,22392,1
48,58184,333,41,23601,1
36,51391,744,15,45686,1
25,84007,808,51,34475,1
25,99889,663,26,4035,0
37,24793,640,63,37719,0
41,32149,363,7,31712,0
30,88224,343,94,17684,1
58,45424,410,25,3040,0
68,30814,597,23,17581,0
24,84915,818,27,48352,1
69,69265,543,37,45768,1
25,33533,479,95,48542,0
44,89030,485,29,4829,1
60,50742,757,81,38159,1
20,78372,470,71,16437,1
34,81453,613,49,3362,1
22,45311,732,68,16856,1
55,24524,753,99,49463,0
64,49123,401,18,48575,1
26,28725,683,40,18587,0
68,43664,689,49,33494,0
23,32044,378,69,27420,0
25,44903,381,33,47545,0
61,89832,534,7,48279,1
43,45529,520,43,16019,0
65,90043,771,51,45722,0
37,32416,516,61,30432,0
43,67246,729,86,18777,0
20,39334,832,44,22075,0
65,56299,403,90,23446,0
42,46558,732,91,18540,0
32,62204,822,1,29498,0
28,54380,493,13,32474,1
49,24212,538,10,5210,1
49,88663,581,23,42263,0
23,59839,686,76,8631,1
19,75017,701,47,11955,0
40,81564,831,15,33320,1
46,87444,358,12,46273,0
24,65964,788,24,31073,1
47,94970,514,32,9109,1
33,72742,402,90,29809,0
18,65196,769,16,39873,1
30,80038,581,99,10983,1
53,66690,439,80,8297,0
18,78901,626,18,25303,1
39,79789,744,18,47909,1
54,52276,652,54,49511,1
46,66609,663,80,37077,0
33,36476,745,15,9026,0
68,36409,829,87,1769,0
61,96838,727,99,12452,0
26,48836,587,7,35201,1
42,36061,719,8,42424,1
55,65503,719,69,32334,1
39,20492,656,93,24876,1
58,57309,662,28,2100,0
19,26026,468,30,35916,0
18,80816,778,26,2515,1
27,65835,430,13,35191,0
52,74487,475,41,1854,0
41,68100,348,17,13997,0
67,75792,722,46,49370,1
41,64215,804,45,40159,0
61,37284,790,98,45569,1
64,79260,443,93,48270,0
63,57004,668,61,40452,1
27,96204,600,7,258,1
55,34750,755,78,18265,0
37,88239,743,36,45858,0
69,44501,577,16,4051,1
29,57843,562,15,45631,1
40,99039,364,40,27092,0
40,91985,679,71,26527,0
26,32434,541,36,24320,0
21,57930,446,97,18044,1
46,69516,551,45,21551,1
44,44151,488,58,48401,0
46,25300,456,43,10384,1
21,56014,310,70,43550,0
19,28248,843,1,11228,0
24,63272,491,87,14261,1
60,27000,346,64,7116,0
65,86190,774,35,49467,1
59,96523,485,39,3838,0
64,21562,775,6,8264,0
51,86732,780,10,2133,1
29,95764,729,15,35177,1
44,32293,729,69,3089,0
39,72774,404,12,30586,1
32,82207,469,32,3345,0
60,92498,536,55,31826,1
27,32060,674,69,3436,1
52,94833,772,42,20581,0
57,89772,449,2,40126,0
37,82341,819,41,6428,0
49,80517,520,97,5842,1
37,99953,592,42,33022,1
22,45213,319,6,17999,1
46,63974,671,26,17586,0
44,57412,475,90,1567,0
43,83989,345,72,27412,0
28,91119,423,89,16285,0
46,20461,521,23,31525,0
61,80365,581,38,33419,1
37,58976,571,17,26298,0
60,58199,315,58,35163,1
23,40384,677,51,23565,1
25,70522,412,80,48454,1
62,51481,614,45,41488,0
64,55193,721,91,28236,1
19,89011,745,89,2553,0
44,72064,550,96,16634,1
55,85273,356,25,32388,1
37,38961,480,32,31721,0
47,47838,542,19,38530,0
46,55602,847,60,6324,1
19,42660,341,86,15490,1
32,52055,762,83,36231,1
50,63147,351,11,15409,1
28,34784,576,86,18541,1
57,25328,699,84,30278,0
41,28583,539,47,40010,0
58,84132,382,80,11223,1
32,79163,319,43,23482,0
22,74734,421,75,10260,0
26,70267,657,6,30099,1
21,75385,688,61,46684,0
44,53122,595,67,34633,1
59,96879,374,62,15823,0
21,63570,781,19,48585,1
54,23510,669,74,28965,1
68,90754,339,32,22816,1
30,69054,665,85,9849,1
38,59610,579,31,8132,0
28,96338,653,70,44602,1
29,37218,339,4,34134,1
31,69169,448,35,11951,0
62,43156,548,13,25193,0
53,56048,441,39,15042,0
30,24170,575,76,28664,0
22,81131,703,87,42533,0
38,62669,328,58,35873,1
26,53443,758,3,22659,1
50,52843,765,17,22406,0
61,76971,411,58,22356,0
34,56154,829,86,18795,1
44,95987,692,46,30537,0
18,69474,681,29,33759,1
68,33031,365,91,45388,1
22,92042,600,7,39892,0
29,43214,580,51,82,0
42,98071,457,68,14650,0
42,37065,760,64,29053,0
29,36128,715,11,2492,0
28,34060,767,97,7473,1
47,33091,643,35,18298,1
65,57498,681,59,1107,0
44,45918,347,28,20271,1
34,72311,487,82,38299,1
47,60894,602,6,37577,1
20,91163,437,87,49772,0
28,74670,788,98,6164,1
66,72024,629,16,8821,0
50,77729,819,87,39524,1
64,53052,637,35,7467,1
26,22901,540,6,6990,1
35,79642,709,88,40773,0
18,20138,694,15,18722,1
23,44158,310,9,21559,0
51,95133,479,46,6262,0
22,81395,457,8,17876,1
20,97674,473,33,13712,1
43,38126,314,26,5913,1
54,61715,839,17,2366,1
57,46654,490,95,46113,1
23,57596,357,11,43462,0
28,48252,752,26,20227,0
28,48179,533,68,7420,0
60,94996,627,72,23049,1
57,67972,792,88,23526,0
55,92822,550,87,45902,0
33,74315,849,78,17847,1
37,51249,735,39,20975,1
37,31472,345,83,15394,0
43,31856,608,66,27168,0
52,54556,841,68,14360,0
57,34149,687,52,45230,1
62,51413,618,11,19438,0
59,35341,744,96,23050,1
42,25385,761,83,20001,1
47,88196,647,89,38051,1
57,29004,724,50,29072,1
42,68310,564,52,48651,0
27,81376,397,50,18639,1
62,67400,502,62,33376,0
52,95331,446,55,34761,1
44,38942,675,33,30988,1
21,46547,343,53,23249,0
33,80527,529,13,39636,0
46,92728,586,57,30318,1
52,72288,435,52,37718,0
38,80131,307,3,9710,1
58,84770,547,15,9430,1
48,22155,523,94,4771,1
36,58695,679,75,1732,0
61,28255,386,68,39270,1
55,44665,809,28,19927,0
49,20545,399,39,3851,1
21,42295,821,56,42578,0
31,34845,384,30,7673,0
18,83141,462,48,32088,0
57,74452,347,54,49265,0
36,90071,746,66,9125,1
65,80432,696,78,460,1
49,49152,608,64,9943,0
25,59147,506,57,41981,0
22,35595,654,55,34370,1
25,98478,564,83,14324,0
66,34690,369,95,49739,0
23,92717,494,97,17892,1
52,70876,799,60,28225,1
69,73184,535,74,6803,0
28,99205,659,68,14375,0
30,57612,825,36,25633,0
42,41156,748,29,5262,0
68,52331,389,42,41568,1
46,76692,437,49,7873,0
37,78594,740,77,26786,0
52,33855,829,16,15457,1
43,60449,677,95,7258,1
68,59313,369,33,35486,0
37,57998,624,11,13492,1
56,95001,756,51,13277,1
60,45743,494,62,23551,1
58,83748,484,90,34521,0
64,47791,346,68,43351,0
61,28299,475,34,6840,0
61,58223,691,38,17472,0
23,97620,757,59,35058,0
34,22255,669,72,31653,0
67,77862,655,43,22886,1
44,69883,622,50,31445,0
58,50337,787,30,31369,0
60,32146,642,20,33325,0
36,87426,522,80,16666,0
59,77374,416,15,29820,1
49,62216,796,4,47657,0
60,63978,602,27,38401,1
40,85596,784,36,26297,0
55,77437,352,34,42258,1
58,81021,508,83,1905,0
48,21824,837,48,27581,0
33,54955,514,58,13962,1
20,71657,550,21,16878,0
33,94934,752,42,24973,1
67,86539,695,53,26094,0
68,58637,794,21,7968,1
33,69450,514,25,37931,1
21,77961,549,81,24808,1
22,53264,545,82,22033,0
45,60416,691,61,45936,1
40,81029,582,27,46109,1
59,85758,583,4,27138,1
36,33572,691,60,49695,1
42,46580,727,95,14222,1
36,79027,753,19,22230,0
20,84751,705,17,34107,0
25,50261,530,61,16481,1
43,34574,531,34,33197,0
48,28268,431,99,15848,1
36,94641,674,51,22917,0
34,53184,765,17,27215,1
18,92484,590,84,29677,1
30,63235,670,80,9573,1
60,97960,672,69,25648,0
29,36921,764,98,37017,1
49,96800,662,39,40887,1
41,83640,418,71,17663,0
51,99959,653,73,24422,0
41,40125,787,14,44207,1
59,84041,373,16,36485,0
26,34571,672,24,15924,1
65,69402,527,50,4076,0
21,31662,479,72,2490,0
65,48378,544,26,9983,0
42,67425,673,17,28192,1
53,46119,637,26,31755,1
41,87257,667,44,29133,0
40,33376,588,43,35059,0
56,48927,826,57,9215,0
32,48814,535,3,27777,0
42,71650,727,71,43340,0
60,35913,846,69,20651,1
27,76722,357,20,2657,0
27,81330,458,40,6478,1
23,36744,331,5,16515,0
69,90904,407,62,33518,1
22,77591,790,25,39597,0
46,74457,661,9,14495,1
37,97633,527,14,37200,0
18,58758,346,11,36228,0
39,63477,750,18,26092,0
64,66933,796,85,27046,0
40,34539,307,6,43739,0
43,23821,460,3,43276,1
31,42509,530,74,2971,1
53,21163,638,21,1932,1
29,57876,526,61,14299,1
32,53595,325,73,23802,1
66,26111,663,41,9528,1
33,63363,742,60,2407,0
32,89851,657,82,12567,1
25,41641,818,34,32774,0
61,78786,561,78,35940,1
67,78284,397,67,25465,0
31,41127,804,92,6499,0
19,21427,616,78,13077,0
29,33162,542,87,22658,1
41,57916,315,76,19015,0
19,50526,825,51,2051,0
35,99745,420,81,5098,0
21,48587,690,36,21633,1
45,31698,586,35,11053,0
42,73198,840,63,615,0
58,27732,742,59,27192,1
57,27491,763,74,22146,0
24,82441,541,14,47632,1
62,93484,711,89,37193,1
29,36027,809,83,2135,1
61,24087,537,62,20718,0
62,36679,817,21,6971,1
36,22510,433,41,26983,0
21,33117,582,60,47142,1
19,85824,397,57,25085,1
41,34576,377,94,19174,1
62,30443,316,12,37758,1
28,70726,668,57,25388,1
41,77994,617,40,29789,1
56,72079,621,10,40539,1
26,34990,576,62,34179,1
24,61520,647,13,2001,0
46,73665,543,62,30082,1
52,20214,746,67,10048,1
41,30176,847,99,14432,1
20,48889,472,42,24591,1
18,75081,408,98,11821,1
50,74828,519,65,19193,0
69,96111,703,67,49334,1
63,71721,331,46,675,0
51,39809,702,90,27230,0
60,56711,516,94,23715,0
27,26521,793,68,16558,0
32,76516,835,37,27439,0
